deputat,tvo,winner,likelihood,proposed,fraction,age,gender,spread
Пахомов Дмитро Анатолійович,210,0,0.153198906579368,слуга народу,NA,33,M,0
Коровченко Сергій Володимирович,210,0,0.0829385062159536,народний фронт,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",40,M,-0.0702604003634148
Юрченко Олександр Миколайович,211,1,0.67387387136186,слуга народу,NA,31,M,0.533010740656071
Козак Тарас Мирославович,211,0,0.14086313070579,голос,NA,49,M,0
Прокопів Володимир Володимирович,211,0,0.0803586416465809,європейська солідарність,NA,36,M,-0.0605044890592089
Сташук Віталій Филимонович,212,1,0.546140900337854,народний фронт,політичної партії народний фронт,47,M,0.197233167698558
Перебийніс Максим Вікторович,212,0,0.348907732639296,слуга народу,NA,45,M,0
Задерейко Андрій Іванович,212,0,0.0567062288666049,європейська солідарність,NA,42,M,-0.292201503772691
Дубнов Артем Васильович,213,1,0.44773443471287,слуга народу,NA,31,M,0.00272648812792786
Береза Борислав Юхимович,213,0,0.445007946584943,БПП,"Член депутатської фракції ПАРТІЇ ""БПП""",45,M,0
Мотуз Вадим Валерійович,213,0,0.0481183910384146,опозиційна платформа за життя,NA,37,M,-0.396889555546528
Швець Сергій Федорович,214,1,0.613370162939525,слуга народу,NA,43,M,0.504008202446262
Маляревич Олесь Вікторович,214,0,0.109361960493263,європейська солідарність,NA,40,M,0
Чумак Віктор Васильович,214,0,0.100639462355771,громадянський рух хвиля,NA,61,M,-0.00872249813749232
Яременко Богдан Васильович,215,1,0.636314330131732,слуга народу,NA,48,M,0.413648298033844
Іллєнко Андрій Юрійович,215,0,0.222666032097889,свобода,NA,32,M,0
Кузьменко Андрій Павлович,215,0,0.0846940896671596,голос,NA,46,M,-0.137971942430729
Супруненко Олександр Іванович,216,1,0.546013934570494,воля народу,воля народу,48,M,0.22791185024981
Забуранна Леся Валентинівна,216,0,0.318102084320683,слуга народу,NA,38,F,0
Левін Володимир Ілліч,216,0,0.0558836139000429,європейська солідарність,NA,49,M,-0.26221847042064
Безугла Маряна Володимирівна,217,1,0.670310917198027,слуга народу,NA,31,F,0.510421934442491
Костенко Людмила Василівна,217,0,0.159888982755536,європейська солідарність,NA,40,F,0
Гончаренко Ганна Володимирівна,217,0,0.0712876045874709,unaffiliated,NA,42,F,-0.088601378168065
Гурін Дмитро Олександрович,218,1,0.77441888694806,слуга народу,NA,37,M,0.682256252907236
Коновал Тарас Павлович,218,0,0.092162634040824,unaffiliated,NA,39,M,0
Плахтій Леся Вікторівна,218,0,0.0873500112494592,опозиційна платформа за життя,NA,40,F,-0.00481262279136488
Третьяков Олександр Юрійович,219,1,0.575952984794948,БПП,БПП,49,M,0.254411673537972
Тищенко Микола Миколайович,219,0,0.321541311256976,слуга народу,NA,47,M,0
Грабар Микола Федорович,219,0,0.0604059643813834,unaffiliated,NA,57,M,-0.261135346875592
Лещенко Сергій Анатолійович,220,1,0.732966116835584,народний фронт,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",39,M,0.556938532795436
Бондар Ганна Вячеславівна,220,0,0.176027584040148,слуга народу,NA,44,F,0
Окопний Олексій Юрійович,220,0,0.0560216065140945,європейська солідарність,NA,35,M,-0.120005977526054
Ємець Леонід Олександрович,221,1,0.592815490384796,голос,політичної партії народний фронт,40,M,0.429012943389302
Терентьєв Михайло Олександрович,221,0,0.163802546995494,європейська солідарність,NA,34,M,0
Пуртова Анна Анатоліївна,221,0,0.16064537196587,слуга народу,NA,37,F,-0.0031571750296242
Андрієвський Дмитро Йосипович,222,1,0.526638770068961,БПП,БПП,52,M,0.10651995154879
Грищук Роман Павлович,222,0,0.420118818520172,слуга народу,NA,30,M,0
Луцький Максим Георгійович,222,0,0.0241611312166262,опозиційна платформа за життя,NA,43,M,-0.395957687303546
Пташник Вікторія Юріївна,223,1,0.42106712776289,голос,NA,36,F,0.11566102845602
Левченко Юрій Володимирович,223,0,0.30540609930687,свобода,NA,35,M,0
Буймістер Людмила Анатоліївна,223,0,0.2042345586142,слуга народу,NA,34,F,-0.10117154069267
