"","deputat","partia","perc_for","votes_for","year","tvo","oblast","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"2359","Каражанова Макка Сагангаліївна","ПОЛІТИЧНА ПАРТІЯ ""БЛОК ЛІВИХ СИЛ УКРАЇНИ""",2.02,1310,2014,171,"Харківська область",173,"NA",0,0
"2360","Кальченко Юрій Іванович","самовисування",1.82,1183,2014,171,"Харківська область",173,"NA",0,0
"2361","Вітер Геннадій Романович","самовисування",1.62,1049,2014,171,"Харківська область",173,"NA",0,0
"2362","Павленко Едуард Євгенович","самовисування",1.07,693,2014,171,"Харківська область",173,"NA",0,0
"2363","Дронов Володимир Олександрович","Ліберальна партія України",0.98,635,2014,171,"Харківська область",173,"NA",0,0
"2364","Мисик Володимир Юрійович","самовисування",54.34,36095,2014,172,"Харківська область",174,"NA",0,0
"2365","Гєрасимов Олег Вікторович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",14.06,9342,2014,172,"Харківська область",174,"Порошенко",31.1457538427995,17142
"2366","Світличний Олександр Вікторович","Політична партія ""НАРОДНИЙ ФРОНТ""",8.95,5945,2014,172,"Харківська область",174,"NA",0,0
"2367","Давидова Ірина Григорівна","Партія Сергія Тігіпка ""Сильна Україна""",6.21,4130,2014,172,"Харківська область",174,"NA",0,0
"2368","Якушенко Олександр Олексійович","Радикальна Партія Олега Ляшка",4.27,2837,2014,172,"Харківська область",174,"Ляшко",2.896180820524,1594
"2369","Калашников Олег Анатолійович","політична партія Всеукраїнське об’єднання ""Батьківщина""",3.53,2350,2014,172,"Харківська область",174,"Тимошенко",8.11621061811839,4467
"2370","Тропачов Віталій Володимирович","самовисування",2.81,1867,2014,172,"Харківська область",174,"NA",0,0
"2371","Гаспарян Арсен Валерійович","ПОЛІТИЧНА ПАРТІЯ ""БЛОК ЛІВИХ СИЛ УКРАЇНИ""",2.08,1383,2014,172,"Харківська область",174,"NA",0,0
"2372","Борщов Геннадій Євгенович","самовисування",1.56,1040,2014,172,"Харківська область",174,"NA",0,0
"2373","Штучний Михайло Миколайович","самовисування",1.27,846,2014,172,"Харківська область",174,"NA",0,0
"2374","Абдуллаєв Iджран Ягуб огли","самовисування",0.87,584,2014,172,"Харківська область",174,"NA",0,0
"2375","Денисенко Анатолій Петрович","самовисування",42.05,25568,2014,173,"Харківська область",175,"NA",0,0
"2376","Чорний Дмитро Валентинович","Політична партія ""НАРОДНИЙ ФРОНТ""",15.91,9675,2014,173,"Харківська область",175,"NA",0,0
"2377","Старков Костянтин Олександрович","Комуністична партія України",8.84,5376,2014,173,"Харківська область",175,"Симоненко",2.03633970679633,1114
"2378","Дебелий Олег Віталійович","політична партія Всеукраїнське об’єднання ""Свобода""",8.76,5326,2014,173,"Харківська область",175,"Тягнибок",0.679998537637553,372
"2379","Нейчев Ігор Володимирович","Партія Сергія Тігіпка ""Сильна Україна""",5.74,3494,2014,173,"Харківська область",175,"NA",0,0
"2380","Севастянов Борис Олександрович","самовисування",4.72,2873,2014,173,"Харківська область",175,"NA",0,0
"2381","Чумак Олександр Валерійович","самовисування",4.04,2461,2014,173,"Харківська область",175,"NA",0,0
"2382","Євтушенко Ірина Юріївна","ПОЛІТИЧНА ПАРТІЯ ""БЛОК ЛІВИХ СИЛ УКРАЇНИ""",2.83,1722,2014,173,"Харківська область",175,"NA",0,0
"2383","Портнов Артем Васильович","самовисування",2.17,1322,2014,173,"Харківська область",175,"NA",0,0
"2384","Білозеров Сергій Олександрович","самовисування",1.94,1181,2014,173,"Харківська область",175,"NA",0,0
"2385","Лебеденко Олександр Олексійович","Політична партія ""Воля""",1.76,1073,2014,173,"Харківська область",175,"NA",0,0
"2386","Картельов Микола Михайлович","самовисування",1.18,721,2014,173,"Харківська область",175,"NA",0,0
"2387","Фельдман Олександр Борисович","самовисування",64.94,47728,2014,174,"Харківська область",176,"NA",0,0
"2388","Куліченко Анатолій Миколайович","Політична партія ""НАРОДНИЙ ФРОНТ""",9.43,6931,2014,174,"Харківська область",176,"NA",0,0
"2389","Луценко Ігор Іванович","Комуністична партія України",6.74,4957,2014,174,"Харківська область",176,"Симоненко",1.86335403726708,1443
"2390","Худзік Микола Валентинович","самовисування",4.7,3456,2014,174,"Харківська область",176,"NA",0,0
"2391","Шляхта Юрій Олександрович","політична партія Всеукраїнське об’єднання ""Батьківщина""",3.89,2865,2014,174,"Харківська область",176,"Тимошенко",7.98285146111233,6182
"2392","Волков Олексій Вікторович","Партія Сергія Тігіпка ""Сильна Україна""",3.43,2524,2014,174,"Харківська область",176,"NA",0,0
"2393","Рожков Володимир Володимирович","самовисування",3.14,2308,2014,174,"Харківська область",176,"NA",0,0
"2394","Муштаєв Олександр Миколайович","самовисування",2.64,1946,2014,174,"Харківська область",176,"NA",0,0
"2395","Кропальов Сергій Олегович","ПОЛІТИЧНА ПАРТІЯ ""БЛОК ЛІВИХ СИЛ УКРАЇНИ""",1.05,778,2014,174,"Харківська область",176,"NA",0,0
"2396","Кацуба Володимир Михайлович","самовисування",35.17,20748,2014,175,"Харківська область",177,"NA",0,0
"2397","Кузан Сергій Васильович","Політична партія ""НАРОДНИЙ ФРОНТ""",16.46,9713,2014,175,"Харківська область",177,"NA",0,0
"2398","Веретейніков Микола Митрофанович","самовисування",9.95,5870,2014,175,"Харківська область",177,"NA",0,0
"2399","Литвинов Олексій Іванович","самовисування",7.26,4286,2014,175,"Харківська область",177,"NA",0,0
"2400","Василиненко Володимир Володимирович","Комуністична партія України",6.64,3918,2014,175,"Харківська область",177,"Симоненко",2.17424357609853,1716
"2401","Безрук Володимир Миколайович","самовисування",4.46,2634,2014,175,"Харківська область",177,"NA",0,0
"2402","Нестеренко Сергій Вікторович","Радикальна Партія Олега Ляшка",4.29,2535,2014,175,"Харківська область",177,"Ляшко",5.13912117986924,4056
"2403","Нікуленко Віктор Іванович","Партія Сергія Тігіпка ""Сильна Україна""",4.22,2491,2014,175,"Харківська область",177,"NA",0,0
"2404","Головко Валерій Олексійович","самовисування",3.48,2055,2014,175,"Харківська область",177,"NA",0,0
"2405","Квашнін Олександр Юрійович","самовисування",2.3,1361,2014,175,"Харківська область",177,"NA",0,0
"2406","Кухар Олександр Васильович","самовисування",1.86,1098,2014,175,"Харківська область",177,"NA",0,0
"2407","Леонов Роман Миколайович","самовисування",1.5,890,2014,175,"Харківська область",177,"NA",0,0
"2408","Лаптій Юрій Володимирович","самовисування",1.48,874,2014,175,"Харківська область",177,"NA",0,0
"2409","Ніколенко Володимир Михайлович","самовисування",0.88,520,2014,175,"Харківська область",177,"NA",0,0
"2410","Шенцев Дмитро Олексійович","самовисування",54.8,34324,2014,176,"Харківська область",178,"NA",0,0
"2411","Гавриш Степан Богданович","самовисування",7.45,4670,2014,176,"Харківська область",178,"NA",0,0
"2412","Бєлєвцов Валерій Сергійович","Політична партія ""НАРОДНИЙ ФРОНТ""",6.03,3782,2014,176,"Харківська область",178,"NA",0,0
"2413","Шмандій Леонід Михайлович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",6.03,3780,2014,176,"Харківська область",178,"Порошенко",27.179001093693,18638
"2414","Косолапов Анатолій Григорович","самовисування",6.01,3768,2014,176,"Харківська область",178,"NA",0,0
"2415","Черкашин Юрій Анатолійович","Комуністична партія України",5.44,3408,2014,176,"Харківська область",178,"Симоненко",4.12832664965366,2831
"2416","Одроуш Вікторія Миколаївна","політична партія Всеукраїнське об’єднання ""Батьківщина""",3.33,2087,2014,176,"Харківська область",178,"Тимошенко",6.50966095515859,4464
"2417","Косовський Віталій Миколайович","Радикальна Партія Олега Ляшка",3.26,2043,2014,176,"Харківська область",178,"Ляшко",3.35982500911411,2304
"2418","Німков Дмитро Олександрович","самовисування",1.81,1138,2014,176,"Харківська область",178,"NA",0,0
"2419","Швець Микола Іванович","самовисування",1.63,1022,2014,176,"Харківська область",178,"NA",0,0
"2420","Климець Павло Анатолійович","самовисування",1.45,912,2014,176,"Харківська область",178,"NA",0,0
"2421","Вацко Тетяна Костянтинівна","самовисування",0.8,504,2014,176,"Харківська область",178,"NA",0,0
"2422","Федоровський Станіслав Геннадійович","самовисування",0.76,478,2014,176,"Харківська область",178,"NA",0,0
"2423","Вітренко Віталій Валентинович","ПОЛІТИЧНА ПАРТІЯ ""БЛОК ЛІВИХ СИЛ УКРАЇНИ""",0.74,467,2014,176,"Харківська область",178,"NA",0,0
"2424","Трестер Юлія Олександрівна","самовисування",0.4,251,2014,176,"Харківська область",178,"NA",0,0
"2425","Остапчук Віктор Миколайович","самовисування",47.7,30889,2014,177,"Харківська область",179,"NA",0,0
"2426","Ровчак Андрій Яковлевич","самовисування",25.12,16271,2014,177,"Харківська область",179,"NA",0,0
"2427","Лущик Олег Дмитрійович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",15.72,10183,2014,177,"Харківська область",179,"Порошенко",32.8477849909876,22415
"2428","Меркулова Олена Анатоліївна","Комуністична партія України",5.13,3327,2014,177,"Харківська область",179,"Симоненко",4.88137282199329,3331
"2429","Співак Маргарита Костянтинівна","Радикальна Партія Олега Ляшка",1.69,1098,2014,177,"Харківська область",179,"Ляшко",4.04167704685004,2758
"2430","Ступаренко Юрій Георгійович","Партія Сергія Тігіпка ""Сильна Україна""",1.68,1092,2014,177,"Харківська область",179,"NA",0,0
"2431","Крохмаль Вадим Юрійович","самовисування",1.19,773,2014,177,"Харківська область",179,"NA",0,0
"2432","Місько Тетяна Олександрівна","самовисування",0.79,518,2014,177,"Харківська область",179,"NA",0,0
"2433","Поколодний Валерій Вікторович","самовисування",0.49,322,2014,177,"Харківська область",179,"NA",0,0
"2434","Томчук Валентина Іванівна","самовисування",0.43,282,2014,177,"Харківська область",179,"NA",0,0
"2435","Добкін Дмитро Маркович","самовисування",33.05,20082,2014,178,"Харківська область",180,"NA",0,0
"2436","Дема Валерій Іванович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",27.29,16583,2014,178,"Харківська область",180,"Порошенко",32.7184988153898,22510
"2437","Русецький Анатолій Анатолійович","самовисування",19.05,11576,2014,178,"Харківська область",180,"NA",0,0
"2438","Король Геннадій Степанович","самовисування",6.59,4009,2014,178,"Харківська область",180,"NA",0,0
"2439","Мухін Борис Володимирович","Комуністична партія України",3.92,2387,2014,178,"Харківська область",180,"Симоненко",3.52330702481141,2424
"2440","Библів Владислав Володимирович","Радикальна Партія Олега Ляшка",3.67,2233,2014,178,"Харківська область",180,"Ляшко",4.51169348391692,3104
"2441","Лобас Сергій Вікторович","Партія Сергія Тігіпка ""Сильна Україна""",3.1,1888,2014,178,"Харківська область",180,"NA",0,0
"2442","Борисовський Юрій Анатолійович","самовисування",1.78,1084,2014,178,"Харківська область",180,"NA",0,0
"2443","Антонова Олена Ростиславівна","Партія ""Солідарність жінок України""",1.49,906,2014,178,"Харківська область",180,"NA",0,0
"2444","Гіршфельд Анатолій Мусійович","самовисування",24.23,15876,2014,179,"Харківська область",181,"NA",0,0
"2445","Грицак Василь Миколайович","самовисування",18.36,12029,2014,179,"Харківська область",181,"NA",0,0
"2446","Сліченко Сергій Іванович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",8.51,5576,2014,179,"Харківська область",181,"Порошенко",32.7062996634407,23420
"2447","Шахматенко Сергій Іванович","Політична партія ""НАРОДНИЙ ФРОНТ""",8.41,5515,2014,179,"Харківська область",181,"NA",0,0
"2448","Квартенко Роман Олексійович","самовисування",7.56,4953,2014,179,"Харківська область",181,"NA",0,0
"2449","Діяк Іван Васильович","самовисування",5.93,3886,2014,179,"Харківська область",181,"NA",0,0
"2450","Полковниченко Олександр Миколайович","Партія Сергія Тігіпка ""Сильна Україна""",5.87,3849,2014,179,"Харківська область",181,"NA",0,0
"2451","Ворожцов Олександр Миколайович","самовисування",5.37,3523,2014,179,"Харківська область",181,"NA",0,0
"2452","Кудревич Микола Олександрович","Радикальна Партія Олега Ляшка",4.53,2972,2014,179,"Харківська область",181,"Ляшко",4.59312637032692,3289
"2453","Каулько Ігор Євгенович","самовисування",3.21,2105,2014,179,"Харківська область",181,"NA",0,0
"2454","Тітов Микола Ілліч","самовисування",3.16,2073,2014,179,"Харківська область",181,"NA",0,0
"2455","Бобровникова Наталія Пилипівна","Політична партія ""Ми Українці""",2.88,1890,2014,179,"Харківська область",181,"NA",0,0
"2456","Момот Микола Федорович","політична партія Всеукраїнське об’єднання ""Батьківщина""",1.92,1261,2014,179,"Харківська область",181,"Тимошенко",7.8861005208988,5647
"2457","Біловол Олександр Миколайович","самовисування",53.03,31908,2014,180,"Харківська область",182,"NA",0,0
"2458","Логінов Віталій Вікторович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",16.1,9688,2014,180,"Харківська область",182,"Порошенко",38.5992059770546,24695
"2459","Юрченко Едуард Петрович","політична партія Всеукраїнське об’єднання ""Батьківщина""",4.87,2936,2014,180,"Харківська область",182,"Тимошенко",10.3144831035669,6599
"2460","Шаповал Євген Володимирович","Політична партія ""Опозиційний блок""",4.73,2849,2014,180,"Харківська область",182,"Бойко",0.254775078933383,163
"2461","Дергоусов Сергій Миколайович","Політична партія ""НАРОДНИЙ ФРОНТ""",3.39,2044,2014,180,"Харківська область",182,"NA",0,0
"2462","Давидова Людмила Іванівна","Партія Сергія Тігіпка ""Сильна Україна""",3.34,2010,2014,180,"Харківська область",182,"NA",0,0
"2463","Войтенко Віктор Іванович","самовисування",3.13,1886,2014,180,"Харківська область",182,"NA",0,0
"2464","Кухар Василь Іванович","самовисування",2.88,1736,2014,180,"Харківська область",182,"NA",0,0
"2465","Манько Дмитро Вілліамович","самовисування",2.32,1396,2014,180,"Харківська область",182,"NA",0,0
"2466","Іванюкович Ігор Семенович","самовисування",1.88,1135,2014,180,"Харківська область",182,"NA",0,0
"2467","Янковський Станіслав Анатолійович","самовисування",1.69,1020,2014,180,"Харківська область",182,"NA",0,0
"2468","Голуб Олександр Юрійович","самовисування",1.53,922,2014,180,"Харківська область",182,"NA",0,0
"2469","Камінер Вадим Миколайович","самовисування",0.57,345,2014,180,"Харківська область",182,"NA",0,0
"2470","Прийменко Владислав Олександрович","самовисування",0.48,293,2014,180,"Харківська область",182,"NA",0,0
"2471","Мураєв Євгеній Володимирович","самовисування",48.95,29714,2014,181,"Харківська область",183,"NA",0,0
"2472","Глушко Вадим Олександрович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",16.88,10249,2014,181,"Харківська область",183,"Порошенко",34.9937898047092,26484
"2473","Шмиголь Олександр Миколайович","Політична партія ""НАРОДНИЙ ФРОНТ""",5.28,3208,2014,181,"Харківська область",183,"NA",0,0
"2474","Груба Сергій Володимирович","Радикальна Партія Олега Ляшка",4.4,2675,2014,181,"Харківська область",183,"Ляшко",3.93224280542269,2976
"2475","Гірман Олег Сергійович","самовисування",4.32,2625,2014,181,"Харківська область",183,"NA",0,0
"2476","Макаренко Валерій Сергійович","політична партія Всеукраїнське об’єднання ""Батьківщина""",4.22,2564,2014,181,"Харківська область",183,"Тимошенко",6.72418804999868,5089
"2477","Шейко Олександр Петрович","Партія Сергія Тігіпка ""Сильна Україна""",4.06,2467,2014,181,"Харківська область",183,"NA",0,0
"2478","Гузь Василь Іванович","самовисування",2.77,1685,2014,181,"Харківська область",183,"NA",0,0
"2479","Тесля Валерій Володимирович","самовисування",2.35,1431,2014,181,"Харківська область",183,"NA",0,0
"2480","Мельник Олександр Михайлович","самовисування",1.42,867,2014,181,"Харківська область",183,"NA",0,0
"2481","Соколовський Олексій Євгенійович","самовисування",1.14,697,2014,181,"Харківська область",183,"NA",0,0
"2482","Дериволков Сергій Миколайович","ПОЛІТИЧНА ПАРТІЯ ""БЛОК ЛІВИХ СИЛ УКРАЇНИ""",1.14,694,2014,181,"Харківська область",183,"NA",0,0
"2483","Гончаренко Сергій Володимирович","Ліберальна партія України",1.08,657,2014,181,"Харківська область",183,"NA",0,0
"2484","Георгіян Артем Павлович","самовисування",1.01,616,2014,181,"Харківська область",183,"NA",0,0
"2485","Розумний Сергій Михайлович","самовисування",0.91,553,2014,181,"Харківська область",183,"NA",0,0
"2486","Співаковський Олександр Володимирович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",21.6,14039,2014,182,"Херсонська область",184,"Порошенко",52.4961322214256,41736
"2487","Одарченко Юрій Віталійович","політична партія Всеукраїнське об’єднання ""Батьківщина""",21.34,13865,2014,182,"Херсонська область",184,"Тимошенко",11.2788196671824,8967
"2488","Сальдо Володимир Васильович","самовисування",19.08,12397,2014,182,"Херсонська область",184,"NA",0,0
"2489","Мангер Владислав Миколайович","самовисування",9.33,6066,2014,182,"Херсонська область",184,"NA",0,0
"2490","Гірін Владлен Наумович","самовисування",6.01,3907,2014,182,"Херсонська область",184,"NA",0,0
"2491","Семененко Павло Борисович","Комуністична партія України",4.83,3144,2014,182,"Херсонська область",184,"Симоненко",2.43261260581362,1934
"2492","Ігнатенко Сергій Вячеславович","самовисування",3.4,2214,2014,182,"Херсонська область",184,"NA",0,0
"2493","Яценко Андрій Анатолійович","самовисування",3.09,2010,2014,182,"Херсонська область",184,"NA",0,0
"2494","Заболотний Олексій Владиславович","Політична партія ""Опозиційний блок""",2.46,1603,2014,182,"Херсонська область",184,"Бойко",0.250305019936355,199
"2495","Шелест Петро Григорович","Радикальна Партія Олега Ляшка",2.27,1481,2014,182,"Херсонська область",184,"Ляшко",5.27527263122146,4194
"2496","Крицак Валентина Михайлівна","самовисування",2.03,1321,2014,182,"Херсонська область",184,"NA",0,0
"2497","Коваль Михайло Іванович","самовисування",1.32,859,2014,182,"Херсонська область",184,"NA",0,0
"2498","Гостєва Олена Вікторівна","Політична партія ""НОВА ПОЛІТИКА""",0.96,629,2014,182,"Херсонська область",184,"NA",0,0
"2499","Чернишов Олексій Іванович","Політична партія ""Національна Демократична партія України""",0.94,614,2014,182,"Херсонська область",184,"NA",0,0
"2500","Базилев Олександр Володимирович","Українська республіканська партія",0.78,507,2014,182,"Херсонська область",184,"NA",0,0
"2501","Дьяконов Геннадій Едуардович","Ліберальна партія України",0.48,315,2014,182,"Херсонська область",184,"NA",0,0
"2502","Гордєєв Андрій Анатолійович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",27.28,17781,2014,183,"Херсонська область",185,"Порошенко",52.3286641979284,48752
"2503","Опанащенко Михайло Володимирович","самовисування",11.37,7409,2014,183,"Херсонська область",185,"NA",0,0
"2504","Дудар Ігор Михайлович","Політична партія ""Об’єднання ""САМОПОМІЧ""",10.17,6628,2014,183,"Херсонська область",185,"NA",0,0
"2505","Семенчев Ігор Ігорович","самовисування",7.11,4635,2014,183,"Херсонська область",185,"NA",0,0
"2506","Кривонос Володимир Ілліч","Комуністична партія України",5.24,3420,2014,183,"Херсонська область",185,"Симоненко",2.39789620565663,2234
"2507","Андрощук Олег Вікторович","самовисування",4.86,3168,2014,183,"Херсонська область",185,"NA",0,0
"2508","Тріщанович Сергій Валентинович","політична партія Всеукраїнське об’єднання ""Батьківщина""",4.69,3057,2014,183,"Херсонська область",185,"Тимошенко",10.1593946224441,9465
"2509","Плугатарьов Віталій Анатолійович","Радикальна Партія Олега Ляшка",3.64,2373,2014,183,"Херсонська область",185,"Ляшко",4.45016905490259,4146
"2510","Босакевич Вячеслав Володимирович","самовисування",3.6,2346,2014,183,"Херсонська область",185,"NA",0,0
"2511","Шкода Сергій Володимирович","Політична партія ""Опозиційний блок""",3.26,2126,2014,183,"Херсонська область",185,"Бойко",0.251167283851232,234
"2512","Шмалєй Світлана Вікторівна","Партія Сергія Тігіпка ""Сильна Україна""",3.04,1982,2014,183,"Херсонська область",185,"NA",0,0
"2513","Богданов Віталій Володимирович","самовисування",2.55,1662,2014,183,"Херсонська область",185,"NA",0,0
"2514","Пелих Віктор Григорович","самовисування",2.31,1511,2014,183,"Херсонська область",185,"NA",0,0
"2515","Козлов Ігор Владленович","ПОЛІТИЧНА ПАРТІЯ ""ВСЕУКРАЇНСЬКЕ АГРАРНЕ ОБ’ЄДНАННЯ ""ЗАСТУП""",2.31,1507,2014,183,"Херсонська область",185,"NA",0,0
"2516","Щербина Андрій Олександрович","самовисування",2.06,1345,2014,183,"Херсонська область",185,"NA",0,0
"2517","Кичинський Анатолій Іванович","самовисування",1.93,1263,2014,183,"Херсонська область",185,"NA",0,0
"2518","Шадрін Володимир Михайлович","самовисування",1.15,750,2014,183,"Херсонська область",185,"NA",0,0
"2519","Попутько Юрій Анатолійович","самовисування",0.74,486,2014,183,"Херсонська область",185,"NA",0,0
"2520","Матковський Михайло Михайлович","самовисування",0.71,464,2014,183,"Херсонська область",185,"NA",0,0
"2521","Чечін Олег Валерійович","Політична Партія ""5.10""",0.61,401,2014,183,"Херсонська область",185,"NA",0,0
"2522","Царюченко Ігор Володимирович","самовисування",0.57,372,2014,183,"Херсонська область",185,"NA",0,0
"2523","Ломов Олег Петрович","самовисування",0.42,278,2014,183,"Херсонська область",185,"NA",0,0
"2524","Торбін Олександр Вікторович","Партія ""Справедливість""",0.29,195,2014,183,"Херсонська область",185,"NA",0,0
"2525","Вінник Іван Юлійович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",18.13,13015,2014,184,"Херсонська область",185,"Порошенко",52.3286641979284,48752
"2526","Дмитрук Микола Ілліч","самовисування",12.93,9283,2014,184,"Херсонська область",185,"NA",0,0
"2527","Горкун Ганна Всеволодівна","самовисування",11.51,8264,2014,184,"Херсонська область",185,"NA",0,0
"2528","Лепень Ірена Вікторівна","Політична партія ""НАРОДНИЙ ФРОНТ""",10.11,7261,2014,184,"Херсонська область",185,"NA",0,0
"2529","Бебко Іван Якович","Ліберальна партія України",9.14,6564,2014,184,"Херсонська область",185,"NA",0,0
"2530","Зеленчук Василь Васильович","Радикальна Партія Олега Ляшка",7.89,5671,2014,184,"Херсонська область",185,"Ляшко",4.45016905490259,4146
"2531","Юрчук Микола Дмитрович","Комуністична партія України",6.48,4654,2014,184,"Херсонська область",185,"Симоненко",2.39789620565663,2234
"2532","Чачібая Олексій Григорович","політична партія Всеукраїнське об’єднання ""Батьківщина""",4.56,3277,2014,184,"Херсонська область",185,"Тимошенко",10.1593946224441,9465
"2533","Вінник Володимир Ілліч","самовисування",3.52,2532,2014,184,"Херсонська область",185,"NA",0,0
"2534","Терлецький Юрій Сергійович","самовисування",3.14,2259,2014,184,"Херсонська область",185,"NA",0,0
"2535","Ратушний Ігор Алімович","самовисування",3.08,2218,2014,184,"Херсонська область",185,"NA",0,0
"2536","Костенко Віктор Миколайович","Партія ""Справедливість""",2.94,2112,2014,184,"Херсонська область",185,"NA",0,0
"2537","Розломій Павло Іванович","самовисування",2.69,1937,2014,184,"Херсонська область",185,"NA",0,0
"2538","Сіленков Борис Віталійович","самовисування",2,1441,2014,184,"Херсонська область",185,"NA",0,0
"2539","Щербина Вікторія Володимирівна","самовисування",1.8,1298,2014,184,"Херсонська область",185,"NA",0,0
"2540","Хлань Сергій Володимирович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",39.22,25738,2014,185,"Херсонська область",188,"Порошенко",45.5632246904277,26603
"2541","Кістечок Олександр Дмитрович","самовисування",12.35,8109,2014,185,"Херсонська область",188,"NA",0,0
"2542","Збаровський Петро Миколайович","Партія Сергія Тігіпка ""Сильна Україна""",12,7879,2014,185,"Херсонська область",188,"NA",0,0
"2543","Мельничук Володимир Сергійович","Комуністична партія України",8.3,5450,2014,185,"Херсонська область",188,"Симоненко",4.34000719338209,2534
"2544","Бериславський Володимир Миколайович","Політична партія ""Опозиційний блок""",6.71,4405,2014,185,"Херсонська область",188,"Бойко",0.244917533012486,143
"2545","Зікранець Олександр Степанович","самовисування",4.81,3158,2014,185,"Херсонська область",188,"NA",0,0
"2546","Ходорковський Данило Михайлович","самовисування",4.66,3063,2014,185,"Херсонська область",188,"NA",0,0
"2547","Бертов Євген Вікторович","Радикальна Партія Олега Ляшка",4.51,2965,2014,185,"Херсонська область",188,"Ляшко",7.10089574734102,4146
"2548","Погорілий Віктор Іванович","політична партія Всеукраїнське об’єднання ""Батьківщина""",4.42,2903,2014,185,"Херсонська область",188,"Тимошенко",11.8142737253156,6898
"2549","Стефанюк Володимир Йосипович","самовисування",2.96,1944,2014,185,"Херсонська область",188,"NA",0,0
"2550","Негой Федір Федорович","самовисування",27.52,17480,2014,186,"Херсонська область",187,"NA",0,0
"2551","Попов Віталій Федорович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",16.44,10443,2014,186,"Херсонська область",187,"Порошенко",49.1810812535903,38526
"2552","Борисов Василь Іванович","політична партія Всеукраїнське об’єднання ""Батьківщина""",10.63,6752,2014,186,"Херсонська область",187,"Тимошенко",12.3559073211208,9679
"2553","Устинов Єгор Олександрович","самовисування",9.36,5950,2014,186,"Херсонська область",187,"NA",0,0
"2554","Кравцов Максим Андрійович","Комуністична партія України",8.71,5537,2014,186,"Херсонська область",187,"Симоненко",3.21950596795813,2522
"2555","Гурнак Віктор Григорович","політична партія Всеукраїнське об’єднання ""Свобода""",6.58,4184,2014,186,"Херсонська область",187,"Тягнибок",0.851471245292653,667
"2556","Коваленко Андрій Васильович","самовисування",5.22,3318,2014,186,"Херсонська область",187,"NA",0,0
"2557","Данько Владислав Віталійович","Партія Сергія Тігіпка ""Сильна Україна""",4.99,3169,2014,186,"Херсонська область",187,"NA",0,0
"2558","Власенко Анатолій Володимирович","самовисування",3.39,2155,2014,186,"Херсонська область",187,"NA",0,0
"2559","Харуца Ілля Павлович","Радикальна Партія Олега Ляшка",3.08,1958,2014,186,"Херсонська область",187,"Ляшко",6.95602221229336,5449
"2560","Афанасенко Олександр Кирилович","самовисування",2.72,1732,2014,186,"Херсонська область",187,"NA",0,0
"2561","Золотаревський Костянтин Олександрович","Політична Партія ""5.10""",1.3,826,2014,186,"Херсонська область",187,"NA",0,0
"2562","Мельник Сергій Іванович","самовисування",33.75,28056,2014,187,"Хмельницька область",190,"NA",0,0
"2563","Мовчан Віталій Андрійович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",18.19,15118,2014,187,"Хмельницька область",190,"Порошенко",59.2962820278865,87733
"2564","Гончарук Володимир Володимирович","самовисування",13.03,10835,2014,187,"Хмельницька область",190,"NA",0,0
"2565","Афійчук Руслан Васильович","Політична партія ""НАРОДНИЙ ФРОНТ""",10.29,8555,2014,187,"Хмельницька область",190,"NA",0,0
"2566","Медведчук Анатолій Борисович","Політична партія ""ПРАВИЙ СЕКТОР""",5.99,4978,2014,187,"Хмельницька область",190,"Ярош",0.784011570929392,1160
"2567","Мельник Дмитро Лукіч","самовисування",3.29,2742,2014,187,"Хмельницька область",190,"NA",0,0
"2568","Баранов Ігор Степанович","самовисування",3.16,2627,2014,187,"Хмельницька область",190,"NA",0,0
"2569","Садлій Дмитро Михайлович","Радикальна Партія Олега Ляшка",2.51,2093,2014,187,"Хмельницька область",190,"Ляшко",11.220827672905,16602
"2570","Рохов Руслан Олегович","самовисування",1.77,1476,2014,187,"Хмельницька область",190,"NA",0,0
"2571","Катеренчук Анатолій Федорович","самовисування",1.36,1133,2014,187,"Хмельницька область",190,"NA",0,0
"2572","Мороз Наталія Касянівна","самовисування",1.27,1062,2014,187,"Хмельницька область",190,"NA",0,0
"2573","Прусецький Андрій Вікторович","Політична партія ""Опозиційний блок""",1.16,970,2014,187,"Хмельницька область",190,"Бойко",0.0858357495758903,127
"2574","Бугай Іван Тарасович","самовисування",1.07,893,2014,187,"Хмельницька область",190,"NA",0,0
"2575","Лаврентій Анатолій Степанович","самовисування",1,832,2014,187,"Хмельницька область",190,"NA",0,0
