"","deputat","partia","perc_for","votes_for","tvo","oblast","year","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"2365","Гетьман Олексій Юрійович","самовисування",0.25,268,212,"м. Київ",2012,214,NA,0,0
"2366","Черниш Володимир Васильович","Політична партія ""Молода Україна""",0.23,255,212,"м. Київ",2012,214,NA,0,0
"2367","Цимбаленко Володимир Олександрович","Політична партія Ліберальна Україна",0.22,243,212,"м. Київ",2012,214,NA,0,0
"2368","Стеценко Святослав Олександрович","самовисування",0.22,236,212,"м. Київ",2012,214,NA,0,0
"2369","Кіслова Лілія Юріївна","Політична партія ""Справедлива Україна""",0.21,231,212,"м. Київ",2012,214,NA,0,0
"2370","Бойко Сергій Вячеславович","Партія вільних демократів",0.17,186,212,"м. Київ",2012,214,"Бродський",0.127223019245865,141
"2371","Федів Іван Іванович","самовисування",0.14,155,212,"м. Київ",2012,214,NA,0,0
"2372","Борисюк Ігор Вікторович","самовисування",0.12,135,212,"м. Київ",2012,214,NA,0,0
"2373","Заболотний Сергій Романович","самовисування",0.11,119,212,"м. Київ",2012,214,NA,0,0
"2374","Онищенко Юрій Олексійович","самовисування",0.09,101,212,"м. Київ",2012,214,NA,0,0
"2375","Безсмертна Анжела Олексіївна","самовисування",0.08,95,212,"м. Київ",2012,214,NA,0,0
"2376","Кононенко Володимир Вікторович","самовисування",0.08,88,212,"м. Київ",2012,214,NA,0,0
"2377","Лук’янова Катерина Євгеніївна","самовисування",0.08,87,212,"м. Київ",2012,214,NA,0,0
"2378","Спасибко Андрій Валерійович","самовисування",0.07,83,212,"м. Київ",2012,214,NA,0,0
"2379","Якубов Олександр Олександрович","самовисування",0.06,74,212,"м. Київ",2012,214,NA,0,0
"2380","Бурков Олександр Іванович","Політична партія Всеукраїнське об’єднання ""Громада""",0.06,72,212,"м. Київ",2012,214,NA,0,0
"2381","Магаляс Сергій Володимирович","самовисування",0.06,67,212,"м. Київ",2012,214,NA,0,0
"2382","Сергеєв Дмитро Володимирович","самовисування",0.06,65,212,"м. Київ",2012,214,NA,0,0
"2383","Шетілова Олена Леонідівна","самовисування",0.05,64,212,"м. Київ",2012,214,NA,0,0
"2384","Скрипченко Олександр Юрійович","самовисування",0.05,63,212,"м. Київ",2012,214,NA,0,0
"2385","Петренко Рітта Йосипівна","Партія ""Союз""",0.05,62,212,"м. Київ",2012,214,NA,0,0
"2386","Михайлова Валентина Ігорівна","самовисування",0.05,59,212,"м. Київ",2012,214,NA,0,0
"2387","Малугін Михайло Валерійович","самовисування",0.05,57,212,"м. Київ",2012,214,NA,0,0
"2388","Сокор Олександр Віталійович","самовисування",0.03,38,212,"м. Київ",2012,214,NA,0,0
"2389","Яворівський Володимир Олександрович","політична партія Всеукраїнське об’єднання ""Батьківщина""",36.66,36931,213,"м. Київ",2012,215,"Тимошенко",36.3787032438435,65191
"2390","Ліщенко Олександр Васильович","самовисування",15.91,16026,213,"м. Київ",2012,215,NA,0,0
"2391","Сокур Валентина Дмитрівна","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",14.87,14981,213,"м. Київ",2012,215,NA,0,0
"2392","Борисов Валерій Дмитрович","Партія регіонів",14.27,14382,213,"м. Київ",2012,215,"Янукович",14.9446710676838,26781
"2393","Биструшкін Ярослав Олександрович","самовисування",9.16,9234,213,"м. Київ",2012,215,NA,0,0
"2394","Харчук Володимир Владиславович","Комуністична партія України",2.45,2474,213,"м. Київ",2012,215,"Симоненко",1.77398563624087,3179
"2395","Соколовський Валентин Іванович","самовисування",1.87,1889,213,"м. Київ",2012,215,NA,0,0
"2396","Безпалюк Віталій Анатолійович","самовисування",1.21,1225,213,"м. Київ",2012,215,NA,0,0
"2397","Ощановський Мар’ян Іванович","Радикальна Партія Олега Ляшка",0.82,830,213,"м. Київ",2012,215,NA,0,0
"2398","Власенко Юрій Дмитрович","самовисування",0.75,763,213,"м. Київ",2012,215,NA,0,0
"2399","Кобєлєв Володимир Іванович","Партія Наталії Королевської ""Україна – Вперед!""",0.74,746,213,"м. Київ",2012,215,NA,0,0
"2400","Кузьмінський Віктор Іванович","самовисування",0.48,492,213,"м. Київ",2012,215,NA,0,0
"2401","Самохін Олексій Юрійович","самовисування",0.42,426,213,"м. Київ",2012,215,NA,0,0
"2402","Булавінцев Володимир Федорович","Політична партія ""Вітчизна""",0.31,317,213,"м. Київ",2012,215,NA,0,0
"2403","Чумак Віктор Васильович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",38.91,37184,214,"м. Київ",2012,216,NA,0,0
"2404","Довгий Олесь Станіславович","самовисування",33.52,32039,214,"м. Київ",2012,216,NA,0,0
"2405","Мартинов Микола Єгорович","Комуністична партія України",4.17,3992,214,"м. Київ",2012,216,"Симоненко",1.96228672793018,3739
"2406","Хмель Анатолій Олексійович","Партія регіонів",3.7,3542,214,"м. Київ",2012,216,"Янукович",15.1551093453971,28877
"2407","Кочкіна Олена Юріївна","самовисування",3.22,3077,214,"м. Київ",2012,216,NA,0,0
"2408","Бойко Олег Миколайович","Радикальна Партія Олега Ляшка",2.96,2837,214,"м. Київ",2012,216,NA,0,0
"2409","Опимах Оксана Григорівна","політична партія Конгрес Українських Націоналістів",2.68,2564,214,"м. Київ",2012,216,NA,0,0
"2410","Чобіт Дмитро Васильович","самовисування",1.9,1820,214,"м. Київ",2012,216,NA,0,0
"2411","Сміхун Валентин Іванович","самовисування",1.33,1272,214,"м. Київ",2012,216,NA,0,0
"2412","Васильчук Вадим Васильович","самовисування",1.05,1012,214,"м. Київ",2012,216,NA,0,0
"2413","Чубко Оксана Миколаївна","самовисування",0.82,784,214,"м. Київ",2012,216,NA,0,0
"2414","Столяренко Ігор Анатолійович","самовисування",0.8,766,214,"м. Київ",2012,216,NA,0,0
"2415","Швачка Наталія Володимирівна","самовисування",0.73,703,214,"м. Київ",2012,216,NA,0,0
"2416","Гавриленко Олександр Борисович","самовисування",0.63,610,214,"м. Київ",2012,216,NA,0,0
"2417","Шелягов Анатолій Васильович","самовисування",0.61,592,214,"м. Київ",2012,216,NA,0,0
"2418","Сенченко Сергій Анатолійович","самовисування",0.58,557,214,"м. Київ",2012,216,NA,0,0
"2419","Власко Олена Володимирівна","самовисування",0.51,494,214,"м. Київ",2012,216,NA,0,0
"2420","Самойленко Анна Василівна","Партія ""Соціалістична Україна""",0.51,492,214,"м. Київ",2012,216,NA,0,0
"2421","Ратушний Микола Данилович","Партія ""Об’єднані ліві і селяни""",0.49,472,214,"м. Київ",2012,216,NA,0,0
"2422","Голубка Степан Михайлович","самовисування",0.4,390,214,"м. Київ",2012,216,NA,0,0
"2423","Юрченко Олександр Іванович","самовисування",0.37,360,214,"м. Київ",2012,216,NA,0,0
"2424","Іллєнко Андрій Юрійович","політична партія Всеукраїнське об’єднання ""Свобода""",33.14,32965,215,"м. Київ",2012,215,"Тягнибок",1.80746759225674,3239
"2425","Герега Галина Федорівна","самовисування",32.95,32774,215,"м. Київ",2012,215,NA,0,0
"2426","Опадчий Ігор Михайлович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",19.01,18911,215,"м. Київ",2012,215,NA,0,0
"2427","Майборода Володимир Дмитрович","Комуністична партія України",3.19,3179,215,"м. Київ",2012,215,"Симоненко",1.77398563624087,3179
"2428","Рижова Вікторія Олексіївна","Партія регіонів",2.95,2938,215,"м. Київ",2012,215,"Янукович",14.9446710676838,26781
"2429","Кіндрачук Віктор Іванович","самовисування",2.05,2045,215,"м. Київ",2012,215,NA,0,0
"2430","Омельченко Олександр Володимирович","Радикальна Партія Олега Ляшка",1.67,1670,215,"м. Київ",2012,215,NA,0,0
"2431","Наумко Віктор Миколайович","Партія Наталії Королевської ""Україна – Вперед!""",0.91,908,215,"м. Київ",2012,215,NA,0,0
"2432","Дядюк Олександр Володимирович","самовисування",0.9,900,215,"м. Київ",2012,215,NA,0,0
"2433","Вергун Владислав Валерійович","самовисування",0.76,761,215,"м. Київ",2012,215,NA,0,0
"2434","Башук Олександер Григорович","самовисування",0.76,760,215,"м. Київ",2012,215,NA,0,0
"2435","Васін Андрій Юрійович","самовисування",0.68,686,215,"м. Київ",2012,215,NA,0,0
"2436","Захаричев Юрій Юрійович","самовисування",0.44,439,215,"м. Київ",2012,215,NA,0,0
"2437","Круть Олег Миколайович","самовисування",0.28,286,215,"м. Київ",2012,215,NA,0,0
"2438","Козловський Ігор Васильович","самовисування",0.22,220,215,"м. Київ",2012,215,NA,0,0
"2439","Ляпіна Ксенія Михайлівна","політична партія Всеукраїнське об’єднання ""Батьківщина""",29.27,26760,216,"м. Київ",2012,217,"Тимошенко",35.7887636660015,63670
"2440","Супруненко Олександр Іванович","самовисування",27.7,25324,216,"м. Київ",2012,217,NA,0,0
"2441","Давиденко Олексій Володимирович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",17.09,15621,216,"м. Київ",2012,217,NA,0,0
"2442","Куліков Олексій Костянтинович","самовисування",4.57,4181,216,"м. Київ",2012,217,NA,0,0
"2443","Свищук Данило Олександрович","Партія регіонів",3.57,3266,216,"м. Київ",2012,217,"Янукович",16.0804923976279,28608
"2444","Аксененко Сергій Іванович","Комуністична партія України",3.27,2995,216,"м. Київ",2012,217,"Симоненко",2.85601866164526,5081
"2445","Довгий Віктор Олександрович","самовисування",3,2749,216,"м. Київ",2012,217,NA,0,0
"2446","Новожилов Борис Валерійович","самовисування",1.86,1704,216,"м. Київ",2012,217,NA,0,0
"2447","Гетьман Олена Юріївна","Радикальна Партія Олега Ляшка",0.87,800,216,"м. Київ",2012,217,NA,0,0
"2448","Ястремський Сергій Вікторович","самовисування",0.84,771,216,"м. Київ",2012,217,NA,0,0
"2449","Петранюк Володимир Іванович","політична партія Конгрес Українських Націоналістів",0.79,729,216,"м. Київ",2012,217,NA,0,0
"2450","Воронін Дмитро Олександрович","самовисування",0.78,713,216,"м. Київ",2012,217,NA,0,0
"2451","Хоменко Віктор Олексійович","самовисування",0.76,703,216,"м. Київ",2012,217,NA,0,0
"2452","Черновол Юрій Вікторович","самовисування",0.58,538,216,"м. Київ",2012,217,NA,0,0
"2453","Каплинська Олександра Вячеславівна","самовисування",0.54,496,216,"м. Київ",2012,217,NA,0,0
"2454","Євчун Андрій Миколайович","Партія Наталії Королевської ""Україна – Вперед!""",0.53,487,216,"м. Київ",2012,217,NA,0,0
"2455","Самсон Юрій Петрович","самовисування",0.5,464,216,"м. Київ",2012,217,NA,0,0
"2456","Даниленко Віталій Васильович","самовисування",0.5,458,216,"м. Київ",2012,217,NA,0,0
"2457","Фесенко Аліна Володимирівна","Соціалістична партія України",0.43,396,216,"м. Київ",2012,217,"Мороз",0.336134453781513,598
"2458","Бутенко Олена Василівна","самовисування",0.42,389,216,"м. Київ",2012,217,NA,0,0
"2459","Кулик Олег Володимирович","Християнсько-демократична партія України",0.39,358,216,"м. Київ",2012,217,NA,0,0
"2460","Полуектов Юрій Євгенович","самовисування",0.38,349,216,"м. Київ",2012,217,NA,0,0
"2461","Очкур Віктор Іванович","Політична партія Українська платформа ""СОБОР""",0.37,343,216,"м. Київ",2012,217,NA,0,0
"2462","Веретьонкін Володимир Вікторович","самовисування",0.28,257,216,"м. Київ",2012,217,NA,0,0
"2463","Герасимчук Володимир Володимирович","самовисування",0.23,212,216,"м. Київ",2012,217,NA,0,0
"2464","Яковчук Михайло Юрійович","самовисування",0.23,212,216,"м. Київ",2012,217,NA,0,0
"2465","Андрощук Сергій Борисович","самовисування",0.13,124,216,"м. Київ",2012,217,NA,0,0
"2466","Бригинець Олександр Михайлович","політична партія Всеукраїнське об’єднання ""Батьківщина""",31.75,34048,217,"м. Київ",2012,218,"Тимошенко",36.4743250397035,58565
"2467","Столар Вадим Михайлович","самовисування",25.45,27298,217,"м. Київ",2012,218,NA,0,0
"2468","Крикунов Юрій Володимирович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",15.48,16607,217,"м. Київ",2012,218,NA,0,0
"2469","Силантьєв Денис Олегович","самовисування",5.18,5559,217,"м. Київ",2012,218,NA,0,0
"2470","Вільдман Ігор Лазаревич","самовисування",4.32,4642,217,"м. Київ",2012,218,NA,0,0
"2471","Годунов Юрій Борисович","Партія регіонів",2.65,2842,217,"м. Київ",2012,218,"Янукович",16.1280478310964,25896
"2472","Лановий Володимир Тимофійович","самовисування",2.63,2825,217,"м. Київ",2012,218,NA,0,0
"2473","Карасьов Вадим Юрійович","політична партія Єдиний Центр",2.61,2800,217,"м. Київ",2012,218,NA,0,0
"2474","Глуховський Олексій Станіславович","Комуністична партія України",2.56,2753,217,"м. Київ",2012,218,"Симоненко",2.31930993678573,3724
"2475","Гуреєв Василь Миколайович","самовисування",1.3,1399,217,"м. Київ",2012,218,NA,0,0
"2476","Габер Микола Олександрович","Патріотична партія України",1.03,1115,217,"м. Київ",2012,218,NA,0,0
"2477","Соболев Максим Олегович","Радикальна Партія Олега Ляшка",0.85,915,217,"м. Київ",2012,218,NA,0,0
"2478","Товстий Василь Охрімович","самовисування",0.77,827,217,"м. Київ",2012,218,NA,0,0
"2479","Жадан Володимир Анатолійович","самовисування",0.73,785,217,"м. Київ",2012,218,NA,0,0
"2480","Товтрівська Олеся Олександрівна","самовисування",0.56,607,217,"м. Київ",2012,218,NA,0,0
"2481","Ільницький Сергій Васильович","Партія Наталії Королевської ""Україна – Вперед!""",0.53,573,217,"м. Київ",2012,218,NA,0,0
"2482","Андрєєв Олександр Вікторович","самовисування",0.41,448,217,"м. Київ",2012,218,NA,0,0
"2483","Фещук Олег Петрович","Політична партія ""Молода Україна""",0.34,370,217,"м. Київ",2012,218,NA,0,0
"2484","Дерпак Віталій Михайлович","самовисування",0.26,284,217,"м. Київ",2012,218,NA,0,0
"2485","Похилевич Валерій Андрійович","самовисування",0.2,224,217,"м. Київ",2012,218,NA,0,0
"2486","Забавський Дмитро Анатолійович","самовисування",0.15,171,217,"м. Київ",2012,218,NA,0,0
"2487","Новіков Олег Володимирович","самовисування",0.12,139,217,"м. Київ",2012,218,NA,0,0
"2488","Ар’єв Володимир Ігорович","політична партія Всеукраїнське об’єднання ""Батьківщина""",38.85,34756,218,"м. Київ",2012,218,"Тимошенко",36.4743250397035,58565
"2489","Третьяков Олександр Юрійович","самовисування",25.77,23057,218,"м. Київ",2012,218,NA,0,0
"2490","Парцхаладзе Лев Ревазович","самовисування",11.76,10527,218,"м. Київ",2012,218,NA,0,0
"2491","Калашніков Олег Іванович","Партія регіонів",6.05,5415,218,"м. Київ",2012,218,"Янукович",16.1280478310964,25896
"2492","Асадчев Валерій Михайлович","Українська Народна Партія",4.93,4411,218,"м. Київ",2012,218,"Костенко",0.325724784355246,523
"2493","Мирончук Володимир Назарович","Комуністична партія України",3.36,3011,218,"м. Київ",2012,218,"Симоненко",2.31930993678573,3724
"2494","Семенюк Віктор Леонідович","самовисування",1.64,1469,218,"м. Київ",2012,218,NA,0,0
"2495","Киричук Сергій Леонідович","самовисування",1.28,1150,218,"м. Київ",2012,218,NA,0,0
"2496","Приходько Микола Сергійович","Партія Наталії Королевської ""Україна – Вперед!""",1.1,988,218,"м. Київ",2012,218,NA,0,0
"2497","Шабатин Степан Іванович","самовисування",1.08,969,218,"м. Київ",2012,218,NA,0,0
"2498","Шевченко Юрій Михайлович","самовисування",0.86,778,218,"м. Київ",2012,218,NA,0,0
"2499","Глущенко Олексій Анатолійович","самовисування",0.85,767,218,"м. Київ",2012,218,NA,0,0
"2500","Чернишук Тетяна Володимирівна","Політична партія ""Молода Україна""",0.77,697,218,"м. Київ",2012,218,NA,0,0
"2501","Грищук Валерій Павлович","самовисування",0.52,472,218,"м. Київ",2012,218,NA,0,0
"2502","Кривенко Тарас Олександрович","ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНА МАЙБУТНЬОГО""",0.43,391,218,"м. Київ",2012,218,NA,0,0
"2503","Сидоренко Олексій Миколайович","самовисування",0.39,351,218,"м. Київ",2012,218,NA,0,0
"2504","Оськін Олексій Геннадійович","самовисування",0.26,238,218,"м. Київ",2012,218,NA,0,0
"2505","Бондаренко Володимир Дмитрович","політична партія Всеукраїнське об’єднання ""Батьківщина""",44.2,45486,219,"м. Київ",2012,219,"Тимошенко",30.0953889824075,18236
"2506","Пабат Олександр Вікторович","самовисування",30.3,31184,219,"м. Київ",2012,219,NA,0,0
"2507","Грабар Микола Федорович","самовисування",4.65,4795,219,"м. Київ",2012,219,NA,0,0
"2508","Трошин Сергій Михайлович","Партія регіонів",3.15,3251,219,"м. Київ",2012,219,"Янукович",19.036538271116,11535
"2509","Шевченко Валентин Володимирович","Комуністична партія України",2.75,2832,219,"м. Київ",2012,219,"Симоненко",4.08951381324884,2478
"2510","Савченко Віталій Анатолійович","самовисування",2.68,2767,219,"м. Київ",2012,219,NA,0,0
"2511","Сугоняко Олександр Анатолійович","самовисування",1.86,1923,219,"м. Київ",2012,219,NA,0,0
"2512","Миколаєнко Тарас Дмитрович","самовисування",1.24,1277,219,"м. Київ",2012,219,NA,0,0
"2513","Данилейко Микола Віталійович","самовисування",1.22,1256,219,"м. Київ",2012,219,NA,0,0
"2514","Поліщук Анатолій Анатолійович","Радикальна Партія Олега Ляшка",1.11,1149,219,"м. Київ",2012,219,NA,0,0
"2515","Петрусюк Роман Миколайович","Партія Наталії Королевської ""Україна – Вперед!""",0.97,1006,219,"м. Київ",2012,219,NA,0,0
"2516","Хабібуллін Вадим Монев’ярович","самовисування",0.76,790,219,"м. Київ",2012,219,NA,0,0
"2517","Антоненко Юлія Миколаївна","самовисування",0.63,653,219,"м. Київ",2012,219,NA,0,0
"2518","Волошин Андрій Віталійович","самовисування",0.62,647,219,"м. Київ",2012,219,NA,0,0
"2519","Гуменюк Наталія Володимирівна","самовисування",0.44,453,219,"м. Київ",2012,219,NA,0,0
"2520","Яздаускас Маргарита Михайлівна","самовисування",0.42,439,219,"м. Київ",2012,219,NA,0,0
"2521","Волковой Леонід Анатолійович","самовисування",0.41,429,219,"м. Київ",2012,219,NA,0,0
"2522","Осінчук Остап Мирославович","самовисування",0.39,409,219,"м. Київ",2012,219,NA,0,0
"2523","Курбацька Ніна Іванівна","самовисування",0.31,327,219,"м. Київ",2012,219,NA,0,0
"2524","Вінічук Олександр Миколайович","самовисування",0.24,252,219,"м. Київ",2012,219,NA,0,0
"2525","Трофімчик Павло Іванович","самовисування",0.23,240,219,"м. Київ",2012,219,NA,0,0
"2526","Дьяконов Ігор Петрович","самовисування",0.21,221,219,"м. Київ",2012,219,NA,0,0
"2527","Лащенко Микола Петрович","самовисування",0.19,205,219,"м. Київ",2012,219,NA,0,0
"2528","Шишкін Геннадій Володимирович","самовисування",0.18,195,219,"м. Київ",2012,219,NA,0,0
"2529","Гальченко Олександр Володимирович","самовисування",0.14,150,219,"м. Київ",2012,219,NA,0,0
"2530","Пукас Олексій Опанасович","самовисування",0.14,150,219,"м. Київ",2012,219,NA,0,0
"2531","Копистко Василь Васильович","самовисування",0.14,147,219,"м. Київ",2012,219,NA,0,0
"2532","Линник Олег Миколайович","самовисування",0.13,140,219,"м. Київ",2012,219,NA,0,0
"2533","Духота Іван Миколайович","самовисування",0.13,136,219,"м. Київ",2012,219,NA,0,0
"2534","Чорноволенко Олександр Віленович","політична партія Всеукраїнське об’єднання ""Батьківщина""",32.03,28276,220,"м. Київ",2012,220,"Тимошенко",37.7754902465387,36697
"2535","Фіщенко Іван Дмитрович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",14.06,12416,220,"м. Київ",2012,220,NA,0,0
"2536","Міронов Валерій Євгенійович","самовисування",11.37,10036,220,"м. Київ",2012,220,NA,0,0
"2537","Балабан Іван Костянтинович","Політична партія ""Народна ініціатива""",10.73,9471,220,"м. Київ",2012,220,NA,0,0
"2538","Арканова-Чорна Ольга Юріївна","Партія регіонів",6.65,5875,220,"м. Київ",2012,220,"Янукович",14.739821915693,14319
"2539","Дідовець Юрій Вікторович","самовисування",4.42,3903,220,"м. Київ",2012,220,NA,0,0
"2540","Задніпряний Юрій Анатолійович","самовисування",3.99,3522,220,"м. Київ",2012,220,NA,0,0
"2541","Вельгус В’ячеслав Іванович","Комуністична партія України",3.33,2946,220,"м. Київ",2012,220,"Симоненко",2.49626846466622,2425
"2542","Миронов Валерій Анатолійович","самовисування",1.69,1495,220,"м. Київ",2012,220,NA,0,0
"2543","Тімченко Катерина Василівна","Радикальна Партія Олега Ляшка",1.51,1337,220,"м. Київ",2012,220,NA,0,0
"2544","Уманець Анатолій Опанасович","самовисування",1.19,1055,220,"м. Київ",2012,220,NA,0,0
"2545","Семак Світлана Петрівна","Партія Зелених України",1.13,1001,220,"м. Київ",2012,220,NA,0,0
"2546","Семаш Володимир Адамович","політична партія ""Наша Україна""",1.05,934,220,"м. Київ",2012,220,"Ющенко",3.63168459519275,3528
"2547","Лук’янюк Микола Володимирович","самовисування",1.05,929,220,"м. Київ",2012,220,NA,0,0
"2548","Романенко Євген Олександрович","Партія Наталії Королевської ""Україна – Вперед!""",0.87,770,220,"м. Київ",2012,220,NA,0,0
"2549","Василенко Олександр Володимирович","самовисування",0.64,565,220,"м. Київ",2012,220,NA,0,0
"2550","Козьменко Святослав Любомирович","самовисування",0.61,541,220,"м. Київ",2012,220,NA,0,0
"2551","Цибулько Володимир Миколайович","самовисування",0.52,462,220,"м. Київ",2012,220,NA,0,0
"2552","Школьний Вячеслав Олександрович","Партія ""Солідарність жінок України""",0.49,439,220,"м. Київ",2012,220,NA,0,0
"2553","Чорний Микола Миколайович","самовисування",0.42,374,220,"м. Київ",2012,220,NA,0,0
"2554","Поміркований Леонід Олексійович","самовисування",0.35,316,220,"м. Київ",2012,220,NA,0,0
"2555","Лясота Станіслава Андріївна","Політична партія ""Мерітократична партія України""",0.32,288,220,"м. Київ",2012,220,NA,0,0
"2556","Охріменко Олексій Васильович","Політична партія ""Молода Україна""",0.29,261,220,"м. Київ",2012,220,NA,0,0
"2557","Федорченко Ганна Григорівна","Молодіжна партія України",0.27,247,220,"м. Київ",2012,220,NA,0,0
"2558","Меленівська Наталія Василівна","самовисування",0.26,232,220,"м. Київ",2012,220,NA,0,0
"2559","Вихристюк Олексій Анатолійович","самовисування",0.22,200,220,"м. Київ",2012,220,NA,0,0
"2560","Христинюк Світлана Вікторівна","самовисування",0.18,159,220,"м. Київ",2012,220,NA,0,0
"2561","Древицький Андрій Юрійович","Політична партія ""Партія Народний порядок""",0.14,124,220,"м. Київ",2012,220,NA,0,0
"2562","Слабунов Володимир Анатолійович","самовисування",0.09,81,220,"м. Київ",2012,220,NA,0,0
"2563","Ємець Леонід Олександрович","політична партія Всеукраїнське об’єднання ""Батьківщина""",30.52,31384,221,"м. Київ",2012,221,"Тимошенко",38.5228554484459,66257
"2564","Діденко Ярослав Олександрович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",20.24,20813,221,"м. Київ",2012,221,NA,0,0
"2565","Шлапак Алла Василівна","самовисування",18.03,18545,221,"м. Київ",2012,221,NA,0,0
"2566","Горбаль Василь Михайлович","самовисування",12.12,12468,221,"м. Київ",2012,221,NA,0,0
"2567","Кондратьєв Олександр Володимирович","Комуністична партія України",4.65,4786,221,"м. Київ",2012,221,"Симоненко",2.3617102922195,4062
"2568","Балашов Геннадій Вікторович","самовисування",3.48,3582,221,"м. Київ",2012,221,NA,0,0
"2569","Кущ Олексій Іванович","Партія регіонів",2.53,2609,221,"м. Київ",2012,221,"Янукович",14.1877042222403,24402
"2570","Гудима Олександр Васильович","Політична партія Українська платформа ""СОБОР""",1.41,1451,221,"м. Київ",2012,221,NA,0,0
"2571","Шевчук Валерій Олександрович","Партія Наталії Королевської ""Україна – Вперед!""",1.03,1068,221,"м. Київ",2012,221,NA,0,0
"2572","Федчук Роман Євгенович","Радикальна Партія Олега Ляшка",0.91,944,221,"м. Київ",2012,221,NA,0,0
"2573","Макар Іван Іванович","самовисування",0.91,943,221,"м. Київ",2012,221,NA,0,0
"2574","Гончар Микола Вікторович","самовисування",0.91,941,221,"м. Київ",2012,221,NA,0,0
"2575","Коннов Сергій Володимирович","самовисування",0.75,774,221,"м. Київ",2012,221,NA,0,0
"2576","Черненко Віктор Іванович","самовисування",0.59,611,221,"м. Київ",2012,221,NA,0,0
"2577","Фомін Ігор Юрійович","самовисування",0.55,566,221,"м. Київ",2012,221,NA,0,0
"2578","Черняховський Віталій Петрович","самовисування",0.46,475,221,"м. Київ",2012,221,NA,0,0
"2579","Власков Віктор Борисович","Демократична партія угорців України",0.33,340,221,"м. Київ",2012,221,NA,0,0
"2580","Пачковський Сергій Іванович","самовисування",0.27,281,221,"м. Київ",2012,221,NA,0,0
"2581","Лобач Юрій Євгенович","Політична партія ""Козацька Українська Партія""",0.22,235,221,"м. Київ",2012,221,NA,0,0
"2582","Андрієвський Дмитро Йосипович","політична партія Всеукраїнське об’єднання ""Батьківщина""",33.87,34006,222,"м. Київ",2012,222,"Тимошенко",32.3628691983122,52156
"2583","Назарова Рена Рафіковна","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",25.88,25980,222,"м. Київ",2012,222,NA,0,0
"2584","Луцький Максим Георгійович","Партія регіонів",20.94,21027,222,"м. Київ",2012,222,"Янукович",18.3116157855547,29511
"2585","Булгаков Валерій Андрійович","Комуністична партія України",4.52,4543,222,"м. Київ",2012,222,"Симоненко",2.50682551501613,4040
"2586","Андрієвський Віктор Миколайович","самовисування",2.96,2975,222,"м. Київ",2012,222,NA,0,0
"2587","Костюшко Олег Петрович","самовисування",2.36,2374,222,"м. Київ",2012,222,NA,0,0
"2588","Шафаренко Жанна Юріївна","самовисування",2.17,2181,222,"м. Київ",2012,222,NA,0,0
"2589","Мєшковой Антон Олександрович","Радикальна Партія Олега Ляшка",0.89,903,222,"м. Київ",2012,222,NA,0,0
"2590","Луговець Олександр Михайлович","самовисування",0.84,850,222,"м. Київ",2012,222,NA,0,0
"2591","Смірнов Антон Миколайович","Партія Зелених України",0.83,842,222,"м. Київ",2012,222,NA,0,0
"2592","Лисак Андрій Васильович","Партія Наталії Королевської ""Україна – Вперед!""",0.73,740,222,"м. Київ",2012,222,NA,0,0
"2593","Стельмашов Артем Кирилович","Політична партія Українська платформа ""СОБОР""",0.57,581,222,"м. Київ",2012,222,NA,0,0
"2594","Билінська Олена Олександрівна","самовисування",0.57,578,222,"м. Київ",2012,222,NA,0,0
"2595","Скрипець Валентин Вікторович","Політична партія ""Молодь до ВЛАДИ""",0.56,564,222,"м. Київ",2012,222,NA,0,0
"2596","Агатій Вадим Іванович","Політична партія ""Інтернет партія України""",0.41,416,222,"м. Київ",2012,222,NA,0,0
"2597","Пронь Сергій Миколайович","самовисування",0.39,401,222,"м. Київ",2012,222,NA,0,0
"2598","Старіков Олег Іванович","самовисування",0.34,345,222,"м. Київ",2012,222,NA,0,0
"2599","Шипінський Владислав Станіславович","самовисування",0.3,302,222,"м. Київ",2012,222,NA,0,0
"2600","Грицишин Ілля Юрійович","самовисування",0.27,273,222,"м. Київ",2012,222,NA,0,0
"2601","Стрижко Галина Василівна","Політична партія ""Мерітократична партія України""",0.26,263,222,"м. Київ",2012,222,NA,0,0
"2602","Клепач Ігор Вікторович","самовисування",0.23,234,222,"м. Київ",2012,222,NA,0,0
"2603","Пилипишин Віктор Петрович","самовисування",27.57,27468,223,"м. Київ",2012,223,NA,0,0
"2604","Левченко Юрій Володимирович","політична партія Всеукраїнське об’єднання ""Свобода""",27.12,27026,223,"м. Київ",2012,223,"Тягнибок",2.00880252449759,2419
"2605","Брицький Руслан Михайлович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",15.96,15903,223,"м. Київ",2012,223,NA,0,0
